编号	名字	级别	经验最小值	经验最大值	金钱最小值	金钱最大值	物品是否直接放入玩家背包	公共保护时间（秒）（无归属）	掉落药品数量	每个药品的几率	大爆几率	大爆百分比	品质1装备掉落数	品质1每个装备掉落几率	品质1武器掉落数	品质1每个武器掉落几率	品质2装备掉落数	品质2每个装备掉落几率	品质2武器掉落数	品质2每个武器掉落几率	品质3装备掉落数	品质3每个装备掉落几率	品质3武器掉落数	品质3每个武器掉落几率	品质4装备掉落数	品质4每个装备掉落几率	品质4武器掉落数	品质4每个武器掉落几率	品质5装备掉落数	品质5每个装备掉落几率	品质5武器掉落数	品质5每个武器掉落几率	附加物品编号1	附加物品几率1	附加物品编号2	附加物品几率2	附加物品编号11	附加物品几率11	附加物品编号12	附加物品几率12	附加物品编号3	附加物品几率3	附加物品编号4	附加物品几率4	附加物品编号5	附加物品几率5	附加物品编号6	附加物品几率6	附加物品编号7	附加物品几率7	附加物品编号8	附加物品几率8	附加物品编号9	附加物品几率9	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10	附加物品编号10	附加物品几率10
70000086	多目邪眼	112	2532	2932	263	405	0	0	0	0	1	3	1	40	1	30	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1333001807	2	1333031000	3	1333001901	1	0	0	0	0	1433000809	50	1433000909	25	0	0	0	0	0	0	0	0	0	0	1333100104	5	0	0	0	0	1433000305	100	1433001003	60	1433001004	20	1433001107	1	1433001108	1	1433001115	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000087	梦魇	114	2624	3024	267	413	0	0	0	0	1	3	1	40	1	30	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1333001807	2	1333031000	3	1333001901	1	0	0	0	0	1433000809	50	1433000909	25	0	0	0	0	0	0	0	0	0	0	1333100104	5	0	0	0	0	1433000105	100	1433001003	60	1433001004	20	1433001107	1	1433001108	1	1433001115	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000088	梦魇	116	2720	3120	271	421	0	0	0	0	1	3	1	40	1	30	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1333001807	2	1333031000	3	1333001901	1	0	0	0	0	1433000809	50	1433000909	25	0	0	0	0	0	0	0	0	0	0	1333100104	5	0	0	0	0	1433000105	100	1433001003	60	1433001004	20	1433001107	1	1433001108	1	1433001115	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000089	原生兽人	118	2816	3216	275	429	0	0	0	0	1	3	1	40	1	30	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1333001807	2	1333031000	3	1333001901	1	0	0	0	0	1433000809	50	1433000909	25	0	0	0	0	0	0	0	0	0	0	1333100104	5	0	0	0	0	1433000205	100	1433001003	60	1433001004	20	1433001107	1	1433001108	1	1433001115	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000090	原生兽人	120	2916	3316	279	437	0	0	0	0	1	3	1	40	1	30	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1333001807	2	1333031000	3	1333001901	1	0	0	0	0	1433000809	50	1433000909	25	0	0	0	0	0	0	0	0	0	0	1333100104	5	0	0	0	0	1433000205	100	1433001003	60	1433001004	20	1433001109	1	1433001110	1	1433001115	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000091	死亡精灵	122	3016	3416	283	445	0	0	0	0	1	3	1	40	1	30	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1333001807	2	1333031000	3	1333001901	1	0	0	0	0	1433000809	50	1433000909	25	0	0	0	0	0	0	0	0	0	0	1333100104	5	0	0	0	0	1433000405	100	1433001003	60	1433001004	20	1433001109	1	1433001110	1	1433001115	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000092	死亡精灵	124	3116	3516	287	453	0	0	0	0	1	3	1	40	1	30	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1333001807	2	1333031000	3	1333001901	1	0	0	0	0	1433000809	50	1433000909	25	0	0	0	0	0	0	0	0	0	0	1333100104	5	0	0	0	0	1433000405	100	1433001003	60	1433001004	20	1433001109	1	1433001110	1	1433001115	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000093	恶魔守卫	126	3220	3620	291	461	0	0	0	0	1	3	1	40	1	30	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1333001807	2	1333031000	3	1333001901	1	0	0	0	0	1433000809	50	1433000909	25	0	0	0	0	0	0	0	0	0	0	1333100104	5	0	0	0	0	1433000705	100	1433001003	60	1433001004	20	1433001109	1	1433001110	1	1433001115	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000094	恶灵之火	128	3324	3724	295	469	0	0	0	0	1	3	1	40	1	30	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1333001807	2	1333031000	3	1333001901	1	0	0	0	0	1433000809	50	1433000909	25	0	0	0	0	0	0	0	0	0	0	1333100104	5	0	0	0	0	1433000605	100	1433001003	60	1433001004	20	1433001109	1	1433001110	1	1433001115	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000095	魔域石灵	130	3432	3832	299	477	0	0	0	0	1	3	1	40	1	30	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1333001807	2	1333031000	3	1333001901	1	0	0	0	0	1433000809	50	1433000909	25	0	0	0	0	0	0	0	0	0	0	1333100104	5	0	0	0	0	1433000205	100	1433001003	60	1433001004	20	1433001109	1	1433001110	1	1433001115	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000215	树精	29	98	108	77	99	0	0	0	0	1	3	1	100	1	41	1	10	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1333001801	2	1333030200	3	1333001901	1	0	0	0	0	1433000801	50	1433000901	25	0	0	0	0	0	0	1333110001	35	0	0	1333100101	50	0	0	0	0	1433000101	30	1433000501	30	1433000701	30	0	0	0	0	0	0	1433001001	1	1433001002	1	1333110001	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000216	树精	31	110	120	82	106	0	0	0	0	1	3	1	100	1	41	1	10	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1333001801	2	1333030200	3	1333001901	1	0	0	0	0	1433000801	50	1433000901	25	0	0	0	0	0	0	1333110001	35	0	0	1333100101	50	0	0	0	0	1433000101	30	1433000501	30	1433000701	30	0	0	0	0	0	0	1433001001	1	1433001002	1	1333110001	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000217	沙怪	33	122	132	87	113	0	0	0	0	1	3	1	100	1	41	1	10	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1333001801	2	1333030300	3	1333001901	1	0	0	0	0	1433000801	50	1433000901	25	0	0	0	0	0	0	1333110001	35	0	0	1333100101	50	0	0	0	0	1433000201	30	1433000601	30	0	0	0	0	0	0	0	0	1433001001	1	1433001002	1	1333110001	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000218	沙怪	35	136	146	92	120	0	0	0	0	1	3	1	100	1	41	1	10	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1333001801	2	1333030300	3	1333001901	1	0	0	0	0	1433000801	50	1433000901	25	0	0	0	0	0	0	1333110001	35	0	0	1333100101	50	0	0	0	0	1433000201	30	1433000601	30	0	0	0	0	0	0	0	0	1433001001	1	1433001002	1	1333110001	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000219	南瓜怪	37	150	160	97	127	0	0	0	0	1	3	1	100	1	41	1	10	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1333001801	2	1333030300	3	1333001901	1	0	0	1333011600	700	1433000802	50	1433000902	25	0	0	0	0	0	0	1333110001	35	0	0	1333100102	40	0	0	0	0	1433000301	30	1433000401	30	0	0	0	0	0	0	0	0	1433001001	1	1433001002	1	1333110001	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000220	南瓜怪	39	164	174	102	134	0	0	0	0	1	3	1	100	1	41	1	10	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1333001801	2	1333030300	3	1333001901	1	0	0	1333011600	700	1433000802	50	1433000902	25	0	0	0	0	0	0	1333110001	35	0	0	1333100102	40	0	0	0	0	1433000301	30	1433000401	30	0	0	0	0	0	0	0	0	1433001001	1	1433001002	1	1333110001	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000221	士兵	41	180	190	106	142	0	0	0	0	1	3	1	100	1	41	1	10	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1333001801	2	1333030300	3	1333001901	1	0	0	0	0	1433000802	50	1433000902	25	0	0	0	0	0	0	1333110001	35	0	0	1333100102	40	0	0	0	0	1433000201	30	1433000301	30	0	0	1433000202	30	1433000302	30	0	0	1433001001	1	1433001002	1	1333110001	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000222	士兵	43	196	206	111	149	0	0	0	0	1	3	1	100	1	41	1	10	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1333001801	2	1333030300	3	1333001901	1	0	0	0	0	1433000802	50	1433000902	25	0	0	0	0	0	0	1333110001	35	0	0	1333100102	40	0	0	0	0	1433000201	30	1433000301	30	0	0	1433000202	30	1433000302	30	0	0	1433001001	1	1433001002	1	1333110001	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000223	食人花	45	214	224	116	156	0	0	0	0	1	3	1	100	1	41	1	10	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1333001802	2	1333030400	3	1333001901	1	0	0	1333011700	700	1433000802	50	1433000902	25	0	0	0	0	0	0	1333110001	35	0	0	1333100102	40	0	0	0	0	1433000401	30	1433000501	30	1433000701	30	1433000402	30	1433000502	30	1433000702	30	1433001001	1	1433001002	1	1333110001	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000224	食人花	47	232	242	121	163	0	0	0	0	1	3	1	100	1	41	1	10	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1333001802	2	1333030400	3	1333001901	1	0	0	1333011700	700	1433000802	50	1433000902	25	0	0	0	0	0	0	1333110001	35	0	0	1333100102	40	0	0	0	0	1433000401	30	1433000501	30	1433000701	30	1433000402	30	1433000502	30	1433000702	30	1433001001	1	1433001002	1	1333110001	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000225	巨人	49	250	260	126	170	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001802	2	1333030400	3	1333001901	1	0	0	0	0	1433000802	50	1433000902	25	0	0	0	0	0	0	1333110001	50	0	0	1333100102	40	0	0	0	0	1433000101	30	1433000601	30	0	0	1433000102	30	1433000602	30	0	0	1433001001	1	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000226	巨人	51	270	280	131	177	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001802	2	1333030400	3	1333001901	1	0	0	0	0	1433000802	50	1433000902	25	0	0	0	0	0	0	1333110001	50	0	0	1333100102	40	0	0	0	0	1433000101	30	1433000601	30	0	0	1433000102	30	1433000602	30	0	0	1433001001	1	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000227	疯狂剑士	53	290	300	135	185	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001802	2	1333030400	3	1333001901	1	0	0	1333011100	700	1433000802	50	1433000902	25	0	0	0	0	0	0	1333110001	50	0	0	1333100102	40	0	0	0	0	1433000202	30	1433000602	30	0	0	0	0	0	0	0	0	1433001001	1	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000228	疯狂剑士	55	312	322	140	192	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001802	2	1333030400	3	1333001901	1	0	0	1333011100	700	1433000802	50	1433000902	25	0	0	0	0	0	0	1333110001	50	0	0	1333100102	40	0	0	0	0	1433000202	30	1433000602	30	0	0	0	0	0	0	0	0	1433001001	1	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000229	狂暴野蛮人	57	334	344	145	199	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001802	2	1333030500	3	1333001901	1	0	0	0	0	1433000802	50	1433000902	25	0	0	0	0	0	0	1333110001	50	0	0	1333100102	40	0	0	0	0	1433000102	30	1433000302	30	0	0	0	0	0	0	0	0	1433001001	1	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000230	狂暴野蛮人	59	356	366	150	206	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001802	2	1333030500	3	1333001901	1	0	0	0	0	1433000802	50	1433000902	25	0	0	0	0	0	0	1333110001	50	0	0	1333100102	40	0	0	0	0	1433000102	30	1433000302	30	0	0	0	0	0	0	0	0	1433001001	1	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000231	南瓜怪人	61	380	390	154	214	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001803	2	1333030500	3	1333001901	1	0	0	1333011900	700	1433000803	50	1433000903	25	0	0	0	0	0	0	1333110001	50	0	0	1333100102	40	0	0	0	0	1433000402	30	1433000502	30	1433000702	30	0	0	0	0	0	0	1433001001	1	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000232	南瓜怪人	63	404	414	159	221	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001803	2	1333030500	3	1333001901	1	0	0	1333011900	700	1433000803	50	1433000903	25	0	0	0	0	0	0	1333110001	50	0	0	1333100103	20	0	0	0	0	1433000402	30	1433000502	30	1433000702	30	0	0	0	0	0	0	1433001001	1	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000233	剧毒跳蚤	65	430	440	164	228	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001803	2	1333030500	3	1333001901	1	0	0	1333012000	700	1433000803	50	1433000903	25	0	0	0	0	0	0	1333110001	50	0	0	1333100103	20	0	0	0	0	1433000302	30	1433000602	30	0	0	1433000303	30	1433000603	30	0	0	1433001001	1	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000234	剧毒跳蚤	67	456	466	168	236	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001803	2	1333030500	3	1333001901	1	0	0	1333012000	700	1433000803	50	1433000903	25	0	0	0	0	0	0	1333110001	50	0	0	1333100103	20	0	0	0	0	1433000302	30	1433000602	30	0	0	1433000303	30	1433000603	30	0	0	1433001001	1	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000235	远古树精	69	482	492	173	243	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001803	2	1333030600	3	1333001901	1	0	0	0	0	1433000803	50	1433000903	25	0	0	0	0	0	0	1333110001	50	0	0	1333100103	20	0	0	0	0	1433000102	30	1433000502	30	1433000702	30	1433000103	30	1433000503	30	1433000703	30	1433001001	1	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000236	远古树精	71	510	520	177	251	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001803	2	1333030600	3	1333001901	1	0	0	0	0	1433000803	50	1433000903	25	0	0	0	0	0	0	1333110001	50	0	0	1333100103	20	0	0	0	0	1433000102	30	1433000502	30	1433000702	30	1433000103	30	1433000503	30	1433000703	30	1433001001	1	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000237	卫兵	73	538	548	182	258	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001803	2	1333030600	3	1333001901	1	0	0	0	0	1433000803	50	1433000903	25	0	0	0	0	0	0	1333110001	50	0	0	1333100103	20	0	0	0	0	1433000202	30	1433000402	30	0	0	1433000203	30	1433000403	30	0	0	1433001001	1	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000238	卫兵	75	568	578	186	266	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001803	2	1333030600	3	1333001901	1	0	0	0	0	1433000803	50	1433000903	25	0	0	0	0	0	0	1333110001	50	0	0	1333100103	20	0	0	0	0	1433000202	30	1433000402	30	0	0	1433000203	30	1433000403	30	0	0	1433001001	1	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000239	邪恶巨人	77	598	608	191	273	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001804	2	1333030600	3	1333001901	1	0	0	0	0	1433000803	50	1433000903	25	0	0	0	0	0	0	1333110001	50	0	0	1333100103	20	0	0	0	0	1433000203	30	1433000603	30	0	0	0	0	0	0	0	0	1433001001	1	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000240	邪恶巨人	79	628	638	195	281	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001804	2	1333030600	3	1333001901	1	0	0	0	0	1433000803	50	1433000903	25	0	0	0	0	0	0	1333110001	50	0	0	1333100103	20	0	0	0	0	1433000203	30	1433000603	30	0	0	0	0	0	0	0	0	1433001001	1	1433001002	1	1333110001	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000241	爆炸球	81	660	670	200	288	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001804	2	1333030700	3	1333001901	1	0	0	1333010300	700	1433000803	50	1433000903	25	0	0	0	0	0	0	1333110001	65	0	0	1333100103	20	0	0	0	0	1433000103	30	1433000303	30	0	0	0	0	0	0	0	0	1433001001	1	1433001002	1	1333110001	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000242	爆炸球	83	692	702	204	296	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001804	2	1333030700	3	1333001901	1	0	0	1333010300	700	1433000803	50	1433000903	25	0	0	0	0	0	0	1333110001	65	0	0	1333100103	20	0	0	0	0	1433000103	30	1433000303	30	0	0	0	0	0	0	0	0	1433001001	1	1433001002	1	1333110001	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000243	木乃伊领主	85	726	736	209	303	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001804	2	1333030700	3	1333001901	1	0	0	0	0	1433000804	50	1433000904	25	0	0	0	0	0	0	1333110001	65	0	0	1333100103	20	0	0	0	0	1433000403	30	1433000503	30	1433000703	30	0	0	0	0	0	0	1433001001	1	1433001002	1	1333110001	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000244	木乃伊领主	87	760	770	213	311	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001804	2	1333030700	3	1333001901	1	0	0	0	0	1433000804	50	1433000904	25	0	0	0	0	0	0	1333110001	65	0	0	1333100103	20	0	0	0	0	1433000403	30	1433000503	30	1433000703	30	0	0	0	0	0	0	1433001001	1	1433001002	1	1333110001	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000245	烈火元素	89	794	804	217	319	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001804	2	1333030700	3	1333001901	1	0	0	1333010700	700	1433000804	50	1433000904	25	0	0	0	0	0	0	1333110001	65	0	0	1333100104	5	0	0	0	0	1433000203	30	1433000603	30	0	0	1433000204	30	1433000604	30	0	0	1433001001	1	1433001002	1	1333110001	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000246	烈火元素	91	830	840	222	326	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001805	2	1333030700	3	1333001901	1	0	0	1333010700	700	1433000804	50	1433000904	25	0	0	0	0	0	0	1333110001	65	0	0	1333100104	5	0	0	0	0	1433000203	30	1433000603	30	0	0	1433000204	30	1433000604	30	0	0	1433001001	1	1433001002	1	1333110001	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000247	深渊恶魔	93	866	876	226	334	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001805	2	1333030800	3	1333001901	1	0	0	0	0	1433000804	50	1433000904	25	0	0	0	0	0	0	1333110001	65	0	0	1333100104	5	0	0	0	0	1433000303	30	1433000403	30	1433000503	30	1433000304	30	1433000404	30	1433000504	30	1433001001	1	1433001002	1	1333110001	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70000248	深渊恶魔	95	904	914	230	342	0	0	0	0	1	3	1	60	1	25	1	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1333001805	2	1333030800	3	1333001901	1	0	0	0	0	1433000804	50	1433000904	25	0	0	0	0	0	0	1333110001	65	0	0	1333100104	5	0	0	0	0	1433000303	30	1433000403	30	1433000503	30	1433000304	30	1433000404	30	1433000504	30	1433001001	1	1433001002	1	1333110001	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
